article_id,company_id,nbocc,note_haiku,note_gemini,note_llama3,note_mistral,note_queen,justification_haiku,justification_gemini,note_humaine
2323,10,11,1,2,2,1,1,"L'article mentionne plusieurs faits concernant Nexans : un changement de directeur général, le départ du directeur financier, et la confirmation d'objectifs 2028 (hausse de 350M€ d'Ebitda ajusté, rentabilité >20%, investissements 1,2Md€). Cependant, aucun de ces éléments ne constitue un fait concret positif ou négatif spécifique à l'entreprise au sens de l'analyse. Le changement de DG a provoqué une chute de -9,26% hier, mais Nexans a confirmé qu'aucun problème opérationnel, contractuel ou comportemental n'en était à l'origine. Les analystes (UBS, Deutsche Bank) restent à l'Achat avec des objectifs inchangés ou confirmés. La hausse de +3,14% d'aujourd'hui est un simple rebond technique après la chute de la veille. Les objectifs 2028 sont des annonces antérieures (novembre 2024) réaffirmées, non des nouvelles concrètes. L'absence de problème opérationnel confirmée annule le signal négatif du changement de direction. Aucun fait concret positif ou négatif nouveau n'émerge de cet article.","L'article mentionne plusieurs faits concrets positifs pour Nexans : le groupe affiche une 'trésorerie nette positive après deux cessions cette année', vise 'une hausse de 350 millions d'euros de l'Ebitda ajusté entre 2024 et 2028' et 'anticipe également une rentabilité des capitaux employés supérieure à 20%'. De plus, UBS et Deutsche Bank maintiennent leur recommandation 'Achat' avec des objectifs de cours supérieurs au prix actuel, malgré les changements de direction.",
14532,30,3,1,2,1,1,1,"L'article mentionne un franchissement de seuil de participation par Amiral Gestion (5% des droits de vote d'Aubay) suite à une acquisition d'actions. Il s'agit d'un fait factuel concernant Aubay, mais c'est une information purement administrative et réglementaire (déclaration à l'AMF). Aucun élément concret positif (hausse de résultats, contrat, relèvement d'objectif) ni négatif (baisse, amende, avertissement) n'est présent. Le changement de participation d'un investisseur n'est pas en soi une bonne ou mauvaise nouvelle pour la performance d'Aubay.","Amiral Gestion a franchi en hausse le seuil de 5% des droits de vote d'Aubay, au résultat d'une acquisition d'actions sur le marché, ce qui est un fait concret positif indiquant une confiance accrue d'un investisseur majeur.",
10885,3,4,1,0,0,1,1,"Alstom est mentionné avec un fait chiffré (Goldman Sachs remonte son cours cible de 18 euros à 19,50 euros), mais la recommandation reste à la vente. Il n'y a pas de fait concret positif ou négatif spécifique à l'entreprise elle-même (pas de résultat, contrat, amende, etc.) — uniquement un ajustement technique d'objectif de cours par un analyste, qui ne constitue pas une bonne ou mauvaise nouvelle substantielle pour Alstom. Les signaux sont mixtes (hausse de cible mais maintien de la vente) et ne permettent pas de conclure à un sentiment clairement positif ou négatif.","Goldman Sachs maintient sa recommandation à la vente pour Alstom. Bien que le cours cible ait été relevé, le maintien d'une recommandation de vente constitue un fait concret et spécifique négatif.",
16146,13,5,1,0,2,1,1,"L'article mentionne plusieurs faits concernant Soitec, mais ils se neutralisent : d'un côté, un signal POSITIF concret (nomination de Laurent Rémont saluée par les investisseurs, progression de 8% du titre), de l'autre, des signaux NÉGATIFS concrets (chute de 73% de la capitalisation en 2025, succession d'avertissements sur résultats, baisse anticipée des ventes en 2026, contraction des marges, faiblesse du fab loading). L'article conclut que 'la situation de la société demeure spéculative' et que 'cette nomination ne modifie pas à court terme les fondamentaux opérationnels'. Les éléments positifs et négatifs s'annulent exactement, justifiant une notation NEUTRAL.","L'article mentionne des faits concrets négatifs spécifiques à SOITEC : 'une succession d’avertissements sur résultats et une chute de près de 73% de la capitalisation boursière' et 'Les analystes anticipent une poursuite de la baisse des ventes sur l’exercice 2026, avec une contraction marquée des marges'.",
27417,5,4,1,2,2,1,1,"BNP Paribas est mentionné une seule fois dans l'article : 'devant les banques Société Générale (5,6%) et BNP Paribas (4,1%)'. Cette mention rapporte uniquement une hausse de cours de 4,1% dans un contexte de marché général positif lié à la baisse du pétrole. Il n'y a aucun fait concret spécifique à BNP Paribas ACT.A (résultats, contrat, note d'analyste, stratégie, etc.). La hausse est un mouvement de marché général bénéficiant aux banques du fait de la détente géopolitique, non une information spécifique à l'entreprise.","BNP Paribas a bondi de 4,1%, ce qui constitue un fait concret et positif de performance boursière pour l'entreprise.",
4419,16,2,1,2,2,1,1,"La mention 'Veolia 'en ligne avec ses objectifs annuels' à fin ...' est une citation tronquée sans détail concret. Aucun fait spécifique n'est fourni : pas de chiffre de résultat, pas de confirmation d'objectif précis, pas de contexte permettant d'évaluer si cette information est positive ou négative. Il s'agit d'une simple référence sans substance factuelle exploitable.","Le fait concret identifié est que Veolia est 'en ligne avec ses objectifs annuels', ce qui est une bonne nouvelle confirmant la performance attendue de l'entreprise.",
4375,16,2,1,0,0,1,1,"Veolia est mentionnée une seule fois dans l'article : 'notamment freinée par Bureau Veritas, Edenred ou encore Veolia (qui cèdent environ 1,7% chacun)'. Cette mention rapporte uniquement un mouvement de cours (-1,7%) dans un contexte de repli général du marché (CAC 40 en baisse de 0,1%). Aucun fait concret spécifique à Veolia (résultats, contrat, amende, etc.) n'est fourni. Il s'agit d'une simple citation factuelle sans information particulière sur l'entreprise elle-même.","La phrase indique que Veolia 'cède environ 1,7%', ce qui est un fait concret et spécifique de baisse de la valeur de l'action de l'entreprise.",
11041,21,4,1,2,2,1,2,"CapGemini est mentionné une seule fois dans l'article : 'puis CapGemini avec 4,5%'. Cette mention fait référence à une hausse de cours de 4,5% dans le contexte d'une journée haussière générale du marché européen. Cependant, il ne s'agit que d'un mouvement de prix sans aucun fait concret spécifique à CapGemini (pas d'annonce de résultats, de contrat, de relèvement d'objectif, ou d'événement particulier). La hausse est présentée comme faisant partie d'une dynamique de marché générale favorable aux valeurs françaises, non comme une nouvelle spécifique à l'entreprise.","La phrase 'CapGemini avec 4,5%' indique une hausse de 4,5% du cours de l'action CapGemini, ce qui est un fait concret et positif.",
4972,21,4,1,2,2,1,2,"Capgemini est mentionné une seule fois dans l'article : '+4,1% pour Capgemini' dans le contexte d'une hausse générale du CAC40. Il s'agit d'un simple mouvement de cours boursier sans aucun fait concret spécifique à l'entreprise (pas d'annonce de résultats, contrat, relèvement d'objectif, ou événement particulier). La mention s'inscrit dans un contexte de marché global positif (notamment tiré par les banques) et ne fournit aucune information substantielle sur Capgemini elle-même.","La phrase 'la Bourse de Paris accroit ses gains et se hisse vers 8.075 (+1,5 à +1,6%) notamment tirée par les banques avec +4% pour Société Générale, +3,7% pour Kering et +4,1% pour Capgemini' mentionne une hausse concrète et spécifique de +4,1% pour Capgemini, ce qui est une bonne nouvelle pour l'entreprise et ses actionnaires.",
11043,7,2,1,2,2,1,1,"Carrefour est mentionné une seule fois dans l'article : 'CapGemini et Carrefour (3,1%)'. Cette mention indique que le titre a progressé de 3,1% dans une séance haussière du CAC40, mais il s'agit d'une simple citation factuelle du mouvement de cours sans aucune information spécifique, concrète et substantielle concernant l'entreprise elle-même (pas de résultat, pas de contrat, pas d'annonce stratégique, pas de dégradation). C'est un mouvement de marché général lié à la performance du secteur et à la conjoncture macroéconomique favorable (baisse des taux de la Fed), non une nouvelle spécifique à Carrefour.","La phrase identifiée mentionne un fait concret et positif pour Carrefour : 'Carrefour ( 3,1%)', indiquant une hausse de 3,1% de son cours de bourse.",
12244,15,2,1,2,1,1,1,"TotalEnergies est mentionné une seule fois : 'Les valeurs liées aux matières premières progressent également dans le sillage de la montée des cours pétroliers: Shell et BP gagnent respectivement 2,22% et 2,31%, tandis que TotalEnergies avance de 1,8%.' Il s'agit d'une simple citation factuelle du mouvement de cours (+1,8%) dans un contexte de hausse générale des cours pétroliers due aux tensions géopolitiques au Venezuela. Aucun fait concret spécifique à TotalEnergies (résultats, contrat, objectif, amende, etc.) n'est mentionné. La hausse du titre est un effet indirect de la hausse des matières premières, non une nouvelle spécifique à l'entreprise.","La phrase identifiée est : 'Les valeurs liées aux matières premières progressent également dans le sillage de la montée des cours pétroliers: Shell et BP gagnent respectivement 2,22% et 2,31%, tandis que TotalEnergies avance de 1,8%.' Le fait concret et spécifique à TotalEnergies est que son action 'avance de 1,8%', ce qui constitue une bonne nouvelle pour l'entreprise et ses actionnaires.",
9112,24,2,1,0,1,1,0,"Thales est mentionné une seule fois dans l'article : 'L'indice parisien doit aussi composer avec les replis de Bureau Veritas (-2,3% après une dégradation de broker) ou encore des valeurs de la défense à l'instar de Thales et Safran (respectivement -2,3% et -1,6%).' Il s'agit d'une simple citation factuelle du mouvement de cours (-2,3%) dans un contexte de marché général attentiste. Aucun fait concret spécifique à Thales (contrat, résultat, amende, dégradation d'analyste, etc.) n'est mentionné. Le repli est présenté comme un mouvement de marché général affectant les valeurs de défense, sans information particulière sur l'entreprise elle-même.","L'article mentionne un fait concret et spécifique à Thales qui est une mauvaise nouvelle : 'Thales et Safran (respectivement -2,3% et -1,6%)' indiquant un repli de 2,3% pour l'action Thales.",
9264,13,4,1,2,2,1,1,"L'article mentionne un franchissement de seuil de 5% du capital de Soitec par Goldman Sachs International via acquisition d'actions hors marché. Bien que cet événement soit factuel et spécifique à Soitec, il ne constitue ni une bonne nouvelle (hausse de résultat, contrat, relèvement d'objectif) ni une mauvaise nouvelle (baisse, perte, amende, dégradation). C'est un simple mouvement actionnarial sans impact opérationnel ou financier concret identifiable pour Soitec. Absence de fait concret positif ou négatif → NEUTRAL.","Goldman Sachs International a franchi en hausse le seuil de 5% du capital de Soitec, détenant désormais 5,0001% du capital, ce qui est un fait concret positif (acquisition d'actions par un investisseur institutionnel).",
2870,18,2,1,2,2,1,1,"La phrase mentionnant Safran ('Safran : Safran-Perspectives 2025 relevées, les activités de …') est tronquée et incomplète. Bien que le titre suggère un relèvement de perspectives (potentiellement positif), le texte ne fournit aucun fait concret, chiffre ou détail spécifique permettant de confirmer la nature et l'ampleur de cette annonce. Sans information complète et vérifiable, aucune évaluation positive ou négative ne peut être établie avec certitude.","La phrase 'Safran-Perspectives 2025 relevées' indique un fait concret et spécifique positif pour SAFRAN, à savoir le relèvement de ses perspectives pour l'année 2025.",
9112,18,2,1,0,1,1,0,"Safran est mentionné une seule fois dans l'article : 'des valeurs de la défense à l'instar de Thales et Safran (respectivement -2,3% et -1,6%)'. Il s'agit d'une simple citation factuelle du mouvement de cours (-1,6%) dans un contexte de repli général du marché et de l'indice CAC 40. Aucun fait concret spécifique à Safran (contrat, résultat, dégradation d'analyste, problème opérationnel) n'est mentionné. Le repli est présenté comme un mouvement de marché général affectant les valeurs de défense, sans information particulière sur l'entreprise elle-même.","La phrase indique que l'action Safran est en repli de -1,6%, ce qui constitue un fait concret et spécifique de mauvaise nouvelle pour l'entreprise.",
287,19,2,1,2,2,2,2,"Sanofi est mentionnée uniquement comme faisant partie du mouvement général de hausse du CAC 40 (+8,4%), sans aucun fait concret spécifique à l'entreprise (pas d'annonce de résultats, contrat, relèvement d'objectif ou événement particulier). La hausse du cours est attribuée au contexte macroéconomique général (chiffres de l'emploi US et perspectives de baisse des taux), non à une nouvelle spécifique à Sanofi. Il s'agit d'une simple citation dans un mouvement de marché global.","L'article mentionne que la Bourse de Paris a été 'tirée par Sanofi (+8,4%)', ce qui est un fait concret et spécifique d'une hausse significative du cours de l'action de l'entreprise.",
9261,5,4,1,2,1,1,1,"BNP Paribas est mentionnée deux fois : (1) 'le large soutien des banques avec 2,2% pour Société Générale et Bnp Paribas' - il s'agit d'une simple mention de mouvement de cours dans un contexte de marché général, sans fait concret spécifique à l'entreprise ; (2) 'BNP Paribas annonce intégrer un consortium désormais composé de dix banques européennes afin de développer un stablecoin adossé à l'euro' - il s'agit d'une annonce factuelle neutre (participation à un projet) sans élément positif ou négatif concret (pas de chiffre d'impact, pas d'évaluation de la pertinence stratégique). Aucun fait concret positif ou négatif identifiable.","BNP Paribas a enregistré une hausse de 2,2% de son cours de bourse, ce qui constitue un fait concret et spécifique de bonne nouvelle pour l'entreprise.",
7919,5,4,1,2,2,1,1,"La seule mention de BNP Paribas dans l'article est : 'AXA IM Alts, filiale de BNP Paribas depuis le 1er juillet dernier, annonce avoir acquis, pour le compte de ses clients, une participation de 40% dans FiberPass'. Cette phrase mentionne BNP Paribas uniquement comme actionnaire d'AXA IM Alts, sans aucun fait concret spécifique à BNP Paribas ACT.A lui-même (pas de résultat financier, pas de contrat direct, pas de changement de stratégie). L'acquisition de FiberPass est annoncée par AXA IM Alts, pas par BNP Paribas. Aucun fait positif ou négatif concret n'est identifiable directement pour BNP Paribas ACT.A.","AXA IM Alts, filiale de BNP Paribas, a acquis une participation de 40% dans FiberPass, un opérateur de fibre optique en Espagne. Il s'agit d'un fait concret et spécifique d'expansion ou d'investissement stratégique par une filiale, ce qui est une bonne nouvelle.",
16900,18,4,1,2,2,2,1,"L'article mentionne des faits concrets concernant Safran (annonce d'un rachat de 500M€ d'actions, plan de 5Md€ sur 2025-2028, exécution de 1,4Md€ en 2025), mais ces informations sont neutres d'un point de vue financier. Un rachat d'actions n'est ni intrinsèquement positif ni négatif — c'est une opération de gestion du capital qui peut refléter une confiance dans la valorisation ou une allocation de trésorerie. Aucun fait concret positif (hausse de résultat, contrat, relèvement d'objectif) ni négatif (baisse, amende, avertissement) n'est identifiable. Il s'agit d'une annonce factuelle sans signal de performance ou de difficulté.","Safran a annoncé qu'il allait racheter jusqu'à 500 millions d'euros de ses propres actions, ce qui est un fait concret positif pour l'entreprise et ses actionnaires.",
18081,15,2,1,2,1,1,1,"La phrase 'TotalEnergies et Bapco Energies créent BxT Trading' est une mention factuelle d'une création de partenariat/joint-venture, mais elle ne contient aucun élément concret permettant d'évaluer l'impact positif ou négatif pour TotalEnergies (pas de détails sur les termes, les enjeux financiers, les perspectives, ou les implications). Il s'agit d'une simple annonce structurelle sans contexte évaluatif. Le reste de l'article concerne le marché général (baisse du CAC 40, contexte géopolitique) sans information spécifique à TotalEnergies.","La phrase 'TotalEnergies et Bapco Energies créent BxT Trading' est un fait concret et spécifique à TotalEnergies, indiquant la création d'une nouvelle entité de trading, ce qui est généralement perçu comme une expansion stratégique et une opportunité commerciale positive pour l'entreprise.",
9898,28,2,1,2,2,2,2,"Saint-Gobain est mentionné une seule fois dans l'article : 'partagée entre les hausses de Saint-Gobain (2,8%)'. Il s'agit d'une simple citation factuelle du mouvement de cours du titre (+2,8%) dans un contexte de bilan de marché global. Aucun fait concret spécifique à Saint-Gobain n'est fourni (pas de résultat, contrat, annonce, recommandation d'analyste, etc.). Le mouvement de cours seul, sans contexte explicatif, ne constitue pas un fait concret positif ou négatif au sens de l'analyse fondamentale.","L'article mentionne une 'hausse de Saint-Gobain ( 2,8%)', ce qui est un fait concret et spécifique de bonne nouvelle pour l'entreprise (augmentation de la valeur de l'action).",
9705,13,2,1,2,2,1,1,"Soitec est mentionné une seule fois dans l'article : 'STMicroelectronics, Soitec et ASM International avancent de 1,41% et 4,34%, profitant de la bonne tenue du secteur technologique après que l'agence Bloomberg a rapporté que le fabricant chinois de puces Cambricon envisage de tripler sa production en 2026 pour remplacer Nvidia sur le marché chinois de l'intelligence artificielle (IA).' Il s'agit d'une citation factuelle de mouvement de cours (+1,41%) lié à la bonne tenue générale du secteur technologique, sans fait concret spécifique à Soitec (pas de contrat, pas de résultat, pas de recommandation d'analyste, pas d'annonce propre à l'entreprise). La hausse est attribuée au contexte sectoriel général, non à une actualité propre à Soitec.","La phrase indique que 'Soitec [...] avancent de [...] 4,34%', ce qui est un fait concret et spécifique de hausse de la valeur boursière de l'entreprise.",
3774,34,2,1,2,2,1,1,"ENGIE est mentionnée une seule fois dans l'article : 'Seules une poignée de valeurs sont dans le vert cet après-midi à Paris, et encore avec des gains limités : URW gagne 1,8% devant Engie (+0,9%), Véritas et Vinci +0,7%.' Il s'agit d'une simple citation du mouvement de cours (+0,9%) dans un contexte de marché général, sans aucun fait concret spécifique à ENGIE (pas de résultats, pas de contrat, pas d'annonce stratégique, pas de changement de notation). C'est un mouvement de marché factuel mais non informatif sur la situation fondamentale de l'entreprise.","Le fait concret positif identifié est 'Engie (+0,9%)', indiquant une hausse de la valeur de l'action de l'entreprise.",
15533,24,2,1,2,1,1,1,"Thales est mentionné une seule fois dans l'article : 'soutenue par Eurofins Scientific (6,7%), Thales (3,9%) ou encore Schneider Electric (1,3%)'. Il s'agit d'une simple citation factuelle du mouvement de cours (+3,9%) dans un contexte de hausse générale du CAC40. Aucun fait concret spécifique à Thales n'est fourni (pas de contrat, pas de résultat, pas de note d'analyste, pas de développement positif ou négatif). C'est un mouvement de marché général sans information substantielle sur l'entreprise.","La phrase identifiée mentionne que Thales est en hausse de 3,9%, ce qui est un fait concret et spécifique de performance positive pour l'entreprise.",
15036,2,2,1,2,2,1,1,"Airbus est mentionné une seule fois dans l'article : 'L'indice parisien s'arroge 0,7%, vers 8.205 points, soutenu par STMicro (5,4%), Airbus (2,5%) ou encore Safran (3%).' Il s'agit d'une simple citation du mouvement de cours du jour (+2,5%) dans un contexte de hausse générale du CAC40. Aucun fait concret spécifique à Airbus n'est fourni (pas de contrat, pas de résultat, pas d'annonce d'entreprise). C'est un mouvement de marché factuel sans information substantielle positive ou négative propre à l'entreprise.","L'article mentionne 'Airbus ( 2,5%)', indiquant une hausse de 2,5% du cours de l'action, ce qui constitue un fait concret et spécifique positif pour l'entreprise.",
15034,18,2,1,2,2,1,1,"Safran est mentionné une seule fois dans l'article : 'tirée par STMicro (4,5%), Safran (3,3%) ou encore Stellantis (3,3%)'. Il s'agit d'une simple citation factuelle du mouvement de cours (+3,3%) dans un contexte de hausse générale du CAC40. Aucun fait concret spécifique à Safran n'est fourni (pas de contrat, pas de résultat, pas d'annonce d'entreprise). La hausse du cours est un mouvement de marché général, non une information fondamentale positive propre à l'entreprise.","La phrase 'Safran ( 3,3%)' indique une hausse concrète et spécifique de 3,3% du cours de l'action Safran lors de la séance.",
11043,21,4,1,2,2,1,1,"CapGemini est mentionné une seule fois dans l'article : 'puis CapGemini et Carrefour (3,1%)'. Cette mention indique une hausse de cours de 3,1% en séance, mais il s'agit d'un simple mouvement de marché sans fait concret spécifique à l'entreprise (pas de résultat, contrat, annonce, ou événement particulier). La hausse est présentée comme une conséquence du contexte favorable du marché (décision de la Fed, dynamique haussière générale) plutôt que d'une nouvelle spécifique à CapGemini. Aucun fait concret positif ou négatif n'est identifiable pour justifier une note POSITIVE ou NEGATIVE.","La phrase indique que CapGemini a enregistré une hausse de 3,1%, ce qui est un fait concret et spécifique de performance boursière positive.",
20661,5,5,1,2,2,1,1,"L'article mentionne 'Bnp Paribas' dans un tableau listant les valeurs ayant atteint leur plus haut niveau sur 1 an, avec un cours de 92,50 et une variation de +44,13%. Cependant, il s'agit d'une simple citation factuelle dans un tableau de données de marché sans aucun fait concret spécifique à BNP PARIBAS ACT.A (pas d'annonce de résultats, de contrat, de décision stratégique, etc.). C'est un mouvement de marché général documenté sans contexte explicatif ou information fondamentale sur l'entreprise.","Bnp Paribas a atteint son plus haut niveau de valorisation sur une période de 1 an, avec une variation de +44,13% sur 1 an, ce qui est un fait concret et positif.",
25351,10,4,1,0,1,1,1,"La phrase concernant NEXANS mentionne la démission d'un administrateur (Oscar Hasbún Martínez) due à la réduction de participation du groupe chilien Invexans. Il s'agit d'un fait factuel, mais il n'y a aucun impact concret spécifié sur les résultats, la stratégie, les contrats ou la performance financière de NEXANS. C'est une information administrative sans conséquence positive ou négative clairement identifiable pour l'entreprise.","La démission d'Oscar Hasbún Martínez de son mandat d'administrateur, qui découle de la réduction de la participation du groupe chilien Invexans dans le capital de Nexans, est un fait concret négatif concernant la stabilité de la gouvernance et la confiance des investisseurs.",
10596,2,2,1,2,1,0,0,Airbus est mentionné une seule fois dans l'article : 'aux 72 appareils livrés par Airbus le mois dernier'. Il s'agit d'une simple citation factuelle comparative (Airbus a livré 72 appareils en octobre) utilisée comme point de référence pour contextualiser les performances de Boeing. Aucun fait concret positif ou négatif spécifique à Airbus n'est identifié. L'article porte exclusivement sur Boeing et ses difficultés de production.,"La phrase mentionne qu'Airbus a livré '72 appareils le mois dernier', un fait concret et spécifique. Ce chiffre est présenté en comparaison avec les livraisons inférieures de Boeing (44 en novembre, 53 en octobre), ce qui positionne implicitement Airbus comme ayant une performance de livraison supérieure à son concurrent principal, ce qui est une bonne nouvelle opérationnelle.",
5720,7,3,1,0,1,1,1,"L'article mentionne Carrefour mais rapporte uniquement un fait administratif neutre : le franchissement en baisse de seuils de participation par un concert d'investisseurs (passage sous 10% des droits de vote, sous 5% du capital et des droits de vote). Il s'agit d'une déclaration réglementaire à l'AMF suite à une cession d'actions. Aucun fait concret positif (hausse de résultat, contrat, relèvement d'objectif) ni négatif (baisse, amende, avertissement) spécifique à Carrefour n'est identifiable. C'est une information factuelle de marché sans impact opérationnel ou financier direct sur l'entreprise.","Le concert de sociétés a déclaré avoir franchi en baisse les seuils de 10% des droits de vote et 5% du capital et des droits de vote de Carrefour, suite à une cession d'actions Carrefour hors marché. La vente d'actions par un groupe d'actionnaires significatif est un fait concret négatif pour l'entreprise.",
4973,21,4,1,2,1,1,1,"Capgemini est mentionné une seule fois dans l'article : '+3,1% pour Capgemini' dans le contexte d'une hausse générale du CAC40. Il s'agit d'un simple mouvement de cours boursier sans aucun fait concret spécifique à l'entreprise (pas d'annonce de résultats, contrat, objectif, ou événement particulier). La hausse est attribuée au contexte général de marché (fin du shutdown américain, euphorie contagieuse des US) et non à une nouvelle spécifique à Capgemini. Aucun fait concret positif ou négatif identifiable.","L'article mentionne un gain de +3,1% pour Capgemini, ce qui est un fait concret et positif concernant la performance de l'action de l'entreprise.",
28694,15,4,1,2,2,1,2,"La phrase 'TotalEnergies prend 1,7% et tire ainsi son épingle du jeu sur le CAC 40, à la faveur de la hausse des cours de l'or noir' mentionne une hausse de cours de +1,7%, mais cette progression est explicitement attribuée à un facteur externe (hausse des cours du pétrole) et non à un fait concret spécifique à TotalEnergies (résultats, contrat, objectifs relevés, etc.). Il s'agit d'un mouvement de marché mécanique lié à la corrélation secteur/matière première, sans information fondamentale propre à l'entreprise.","TotalEnergies prend 1,7% et tire ainsi son épingle du jeu sur le CAC 40, ce qui constitue un fait concret et spécifique de performance positive pour l'entreprise.",
16505,13,5,1,0,2,2,1,"L'article mentionne plusieurs faits concernant Soitec, mais ils se neutralisent : d'un côté, un signal POSITIF concret (nomination de Laurent Rémont saluée par les investisseurs, progression de 8% du titre), de l'autre, des signaux NÉGATIFS concrets (chute de 73% de la capitalisation en 2025, succession d'avertissements sur résultats, baisse anticipée des ventes en 2026, contraction des marges, faiblesse du fab loading). L'article conclut que 'la situation de la société demeure spéculative' et que 'cette nomination ne modifie pas à court terme les fondamentaux opérationnels'. Les éléments positifs et négatifs s'annulent exactement, justifiant une notation NEUTRAL.","L'article mentionne des faits concrets négatifs spécifiques à SOITEC : 'une succession d’avertissements sur résultats et une chute de près de 73% de la capitalisation boursière' et 'Les analystes anticipent une poursuite de la baisse des ventes sur l’exercice 2026, avec une contraction marquée des marges'.",
22369,27,8,1,2,2,1,2,"L'article contient des faits concrets spécifiques à EssilorLuxottica, mais ils se compensent exactement : (1) POSITIF : chiffre d'affaires en hausse de 11,2% à taux de change constants, accélération au Q4 (18,4%), dépassement du consensus, ventes de lunettes IA à 7M+ unités, cash-flow libre record de 2,8Mds€, dividende en hausse. (2) NÉGATIF : bénéfice net en repli de 1,9%, marge opérationnelle ajustée en baisse de 70 points de base (16% vs 16,7% en 2024), impact négatif des droits de douane américains et des lunettes IA. Les signaux positifs (croissance, cash-flow, dividende) et négatifs (baisse du bénéfice net, compression de marge) s'annulent, justifiant une notation NEUTRAL.","EssilorLuxottica a publié un chiffre d'affaires en hausse de 7,5% (11,2% à taux de change constants) à 28,49 milliards d'euros, dépassant le consensus FactSet. Le groupe a également enregistré une accélération de sa croissance au quatrième trimestre (+18,4% à taux de change constants, dépassant les attentes de 10,7%), a dégagé un cash-flow libre record de 2,8 milliards d'euros (en hausse de 400 millions d'euros), et propose un dividende en légère hausse. De plus, il prévoit une 'croissance soutenue' de son chiffre d'affaires et de son résultat opérationnel ajusté sur les cinq prochaines années.",
26106,13,6,1,0,2,1,1,"L'article mentionne Soitec Silicon uniquement dans un contexte de volumes d'échanges anormaux (+93% par rapport aux 5 séances précédentes) et de mouvement de prix (-2,44% le jour même). Il s'agit d'une observation factuelle de marché sans aucun fait concret spécifique à l'entreprise (pas d'annonce de résultats, contrat, objectif, note d'analyste, ou événement négatif). Le contenu est purement statistique et technique, sans information fondamentale sur Soitec.","L'article mentionne une 'Variation jour' de -2,44% pour Soitec Silicon, ce qui constitue un fait concret et spécifique de baisse du cours de l'action.",
14260,24,2,1,2,2,1,2,"Thales est mentionné à trois reprises dans l'article, mais uniquement dans des contextes factuels sans information spécifique positive ou négative : (1) rappel que Thales ne faisait plus partie du CAC 40 en 2021 selon une prédiction antérieure, (2) constatation que Thales s'est maintenu dans l'indice et a gagné plus de 200% depuis 2021 grâce au secteur de la défense (contexte général lié à la guerre en Ukraine et aux budgets militaires), (3) mention de Thales comme composant du CAC 40 en 2030 selon ChatGPT. Aucun fait concret spécifique à Thales (contrat, résultat, objectif, note d'analyste) n'est rapporté. Les gains de 200% sont attribués au secteur de la défense en général, non à une performance ou annonce spécifique de Thales.","Thales s'est maintenu dans l'indice phare parisien et a même gagné plus de 200%* depuis 2021. De plus, Thales est la deuxième meilleure performance de l'indice en 2025.",
16909,2,3,1,2,0,1,1,"L'article mentionne Airbus uniquement dans une phrase comparative : 'Ce rebond n'a toutefois pas permis au groupe de rattraper son rival européen Airbus, qui a remis 793 avions à leurs propriétaire en 2025 et 136 en décembre.' Il s'agit d'une simple citation factuelle du volume de livraisons d'Airbus, sans aucun fait concret positif ou négatif spécifique à Airbus lui-même (pas de contrat, pas de changement de résultats, pas d'amende, pas de dégradation). C'est un mouvement de marché comparatif sans information substantielle sur Airbus.","La phrase indique qu'Airbus a remis 793 avions à leurs propriétaires en 2025 et 136 en décembre, et que Boeing n'a pas réussi à 'rattraper son rival européen Airbus', ce qui constitue un fait concret positif de performance supérieure pour Airbus.",
16173,34,3,1,2,2,1,1,"L'article mentionne la mise en œuvre du programme de rachat d'actions d'ENGIE (2,2 millions d'actions sur 10 jours à partir du 12 janvier, prix max 30€). Il s'agit d'un fait concret spécifique à ENGIE, mais c'est une action administrative/financière neutre en elle-même : un rachat d'actions est une opération courante de gestion du capital qui n'indique ni amélioration ni dégradation de la situation financière ou opérationnelle de l'entreprise. Aucun élément positif (hausse de résultat, contrat gagné, relèvement d'objectif) ni négatif (baisse, perte, amende, avertissement) n'est présent.","Engie a annoncé la mise en oeuvre de son programme de rachat d'actions, ce qui est un fait concret positif pour l'entreprise et ses actionnaires, signalant souvent une confiance dans la valeur de l'action et pouvant soutenir le cours.",
29943,1,2,1,2,2,1,2,"Air Liquide est mentionné une seule fois dans l'article : 'Le principal indice parisien a été soutenu par Stellantis (3,41%), Air Liquide (2,17%), Carrefour (2,17%) et STMicroelectronics (1,89%).' Il s'agit d'une simple citation factuelle du mouvement de cours (+2,17%) dans un contexte de marché général, sans aucun fait concret spécifique à l'entreprise (pas de contrat, résultat, recommandation d'analyste, ou événement corporate). Le mouvement de cours seul, sans contexte explicatif, ne constitue pas un fait concret positif ou négatif.","L'article mentionne qu'Air Liquide a enregistré une hausse de 2,17% de son cours de bourse et a 'soutenu' le principal indice parisien, ce qui constitue un fait concret et spécifique de performance positive pour l'entreprise.",
18011,26,3,1,2,2,1,1,"L'article mentionne Dassault Aviation mais ne contient aucun fait concret spécifique à l'entreprise. Le texte se limite à une analyse technique du cours de bourse (prix, niveaux de résistance, projection graphique) et à une spéculation générale sur les tensions géopolitiques. Aucune information concrète sur les résultats, contrats, performances ou événements spécifiques à Dassault Aviation n'est fournie. Il s'agit d'une analyse de marché sans fondamental.","L'article mentionne que ""Dassault Aviation retrace son record absolu à 330,2E"", ce qui est un fait concret et positif concernant la performance de l'action de l'entreprise.",
