article_id,entreprise,prompt_version,statut,note_llm,justification,texte_extrait
14402,ALSTOM,v2,ok,2,"Alstom a signé un contrat pour la fourniture de 47 trains de voyageurs DMU destinés au Mexique, évalué à environ 920 millions d'euros. Ce fait concret et spécifique est une bonne nouvelle pour l'entreprise.","CAC40 :  0,3%, refranchit les  10% annuels, -15% sur l'argent en 12H Pré-clôture  (Zonebourse.com) - C'est une fin de séance plutôt inattendue avec un CAC40 qui prend résolument le chemin de la hausse..."
14401,ALSTOM,v2,ok,2,"Alstom a signé un contrat pour la fourniture de 47 trains de voyageurs DMU destinés au Mexique, évalué à environ 150 millions d'euros. Ce fait concret est une bonne nouvelle pour l'entreprise.","CAC40: entre incertitudes et fêtes de fin d'année, l'attentisme s'impose à Paris Fermeture  (Zonebourse.com) - Après avoir passé la majeure partie de la matinée en légère contraction, la Bourse de Par..."
14365,ALSTOM,v2,ok,2,"La phrase mentionne un contrat signé par Alstom pour la fourniture de trains au Mexique, évalué à environ 150 millions d'euros. C'est une bonne nouvelle qui indique une activité commerciale positive pour l'entreprise.","(Zonebourse.com) - Après avoir passé la majeure partie de la matinée en légère contraction, la  Bourse de Paris  a relevé la tête sur les coups de midi, grappillant jusqu'à  0,3% en seconde partie de ..."
14364,ALSTOM,v2,ok,2,"Alstom a remporté un contrat de 20,2 milliards de pesos mexicains (environ 920 millions d'euros) pour fournir des trains de voyageurs à l'Agence de régulation du transport ferroviaire mexicain. C'est une bonne nouvelle concrète et spécifique pour l'entreprise.","(Agefi-Dow Jones)--Les Bourses européennes ont débuté en timide progression une semaine à l'agenda peu fourni. Les volumes d'échanges ont été restreints en cette période de ""trêve des confiseurs"".   L..."
13880,ALSTOM,v2,ok,2,"Le contrat de 20,2 milliards de pesos mexicains remporté par Alstom est une bonne nouvelle car il représente un gain significatif pour l'entreprise et devrait contribuer positivement à ses résultats financiers.","(Agefi-Dow Jones)--L'équipementier ferroviaire  Alstom  a annoncé vendredi avoir remporté un contrat de 20,2 milliards de pesos mexicains (soit environ 920 millions d'euros) avec l'Agence de régulatio..."
13339,ALSTOM,v2,ok,2,"La phrase mentionne que Alstom a décroché un contrat d'une valeur de 393 millions d'euros, ce qui est un fait concret et spécifique positif pour l'entreprise.","(Agefi-Dow Jones)--Les Bourses européennes ont clôturé majoritairement en hausse mardi, l'indice Stoxx Europe 600 ayant même signé un record historique grâce notamment au bond de l'action Novo Nordisk..."
13153,ALSTOM,v2,ok,2,Le contrat d'une valeur de 393 millions d'euros signé par Alstom avec Hellenic Train pour la fourniture de rames automotrices électriques est un fait concret et spécifique qui constitue une bonne nouvelle pour l'entreprise.,"(AOF) -  Alstom  a signé un contrat avec Hellenic Train, la principale compagnie ferroviaire privée en Grèce, pour la fourniture de 23 rames automotrices électriques (RAE) Coradia Stream. Le contrat, ..."
13150,ALSTOM,v2,ok,2,"Le contrat signé par Alstom pour la fourniture de 23 rames automotrices électriques à Hellenic Train, d'une valeur de 393 millions d'euros, est un fait concret et spécifique qui constitue une bonne nouvelle pour l'entreprise.","(Zonebourse.com) -  Alstom  a signé un contrat avec Hellenic Train, la principale compagnie ferroviaire privée en Grèce, pour la fourniture de 23 rames automotrices électriques (RAE) Coradia Stream. L..."
13144,ALSTOM,v2,ok,2,"L'équipementier ferroviaire Alstom a décroché un contrat d'une valeur de 393 millions d'euros auprès de l'opérateur grec Hellenic Train pour la fourniture de 23 trains, ce qui est un fait concret et spécifique à Alstom constituant une bonne nouvelle.",(Agefi-Dow Jones)--Voici un tour d'horizon des valeurs à suivre mardi:   - Alstom : L'équipementier ferroviaire a décroché un contrat d'une valeur de 393 millions d'euros auprès de l'opérateur grec He...
12401,ALSTOM,v2,ok,2,"Alstom a remporté un contrat de 1 milliard d'euros pour la fourniture et la maintenance de rames de métro, ce qui est une bonne nouvelle concretairement.",(Agefi-Dow Jones)--Les Bourses européennes se sont appréciées jeudi après les réunions de politique monétaire de la Banque d'Angleterre (BOE) et de la Banque centrale européenne (BCE). Les prévisions ...
11478,ALSTOM,v2,ok,2,"Deutsche Bank a réitéré son opinion à l'achat ainsi que son objectif de cours à 27 euros, considérant des opportunités significatives en termes de potentiel de redressement et d'amélioration des conditions générales dans le cadre des appels d'offres. Citi a également relevé son conseil sur l'action, passant à l'achat contre 'neutre' précédemment.","Alstom: Alors que son action perd encore plus de 40% sur cinq ans, Alstom est-il paré pour passer à la vitesse supérieure en Bourse en 2026 ? samedi 13 décembre 2025 à 07h00  (BFM Bourse) - Plusieurs ..."
10885,ALSTOM,v2,ok,1,"Les phrases concernant Alstom ne contiennent aucun fait concret positif ou négatif. Goldman Sachs a simplement remonté son cours cible de 18 euros à 19,50 euros mais maintient sa recommandation à la vente.","Point recommandations des analystes: Airbus, Alstom, ADP, Essilorluxottica, Exosens, Métropole TV... mercredi 10 décembre 2025 à 08h51  (BFM Bourse) - Les analystes affinent leurs recommandations ce m..."
10814,ALSTOM,v2,ok,0,"La phrase mentionnant Alstom indique un retard dans la mise en service du TGV M, ce qui est une nouvelle négative pour l'entreprise.","(Agefi-Dow Jones)--Les Bourses européennes ont clôturé sans grand changement mercredi, les investisseurs se montrant prudents avant les annonces de politique monétaire de la Réserve fédérale (Fed).   ..."
9924,ALSTOM,v2,ok,2,Citi a rehaussé sa recommandation d'Alstom à 'acheter' contre 'neutre' et a relevé son objectif de cours à 31 euros contre 21 euros.,"Point recommandations des analystes: Totalenergies, Casino, Alstom, Worldline, GTT vendredi  5 décembre 2025 à 09h00  (BFM Bourse) - Les analystes affinent surTotalenergiesce vendredi 5 décembre surCa..."
9903,ALSTOM,v2,ok,2,"Alstom progresse de 3,24% après que Citigroup a relevé sa recommandation. Le fait concret positif spécifique à Alstom est la hausse de son action suite au relèvement de recommandation par une institution financière.","Wall Street vue en hausse avant l'inflation PCE, l'Europe dans le vert Pré-ouverture  par Diana Mandia 5 décembre (Reuters) -     Wall Street est attendue en légère hausse et les Bourses européennes a..."
9898,ALSTOM,v2,ok,2,"Alstom gagne près de 5% sur le SBF 120 après un relèvement de recommandation de Citi, qui se montre optimiste sur l'évolution du flux de trésorerie de l'équipementier ferroviaire français. Le broker est ainsi passé de 'neutre' à 'achat' sur le titre avec un objectif de cours rehaussé de 21 à 31 EUR.","CAC 40: en repli symbolique après des statistiques US sans grande surprise Fermeture  (Zonebourse.com) - Après avoir grappillé un timide 0,5% à mi-séance, la Bourse de Paris conclut la journée sur un ..."
9877,ALSTOM,v2,ok,2,"L'article mentionne que Alstom a publié son premier rapport d'impact en Suède, mettant en avant une contribution substantielle à l'économie suédoise et au transport durable. Cela représente un fait concret positif pour l'entreprise.","(Zonebourse.com) -  Alstom  a publié son premier rapport d'impact en Suède, mettant en avant une contribution substantielle à l'économie suédoise et au transport durable. L'entreprise compte plus de 2..."
9862,ALSTOM,v2,ok,2,"Le relèvement de recommandation de Citi à 'achat' sur le titre d'Alstom, accompagné d'un objectif de cours rehaussé, constitue un fait concret positif spécifique à l'entreprise.","(Zonebourse.com) - L'action  Alstom  signait l'une des plus fortes hausses du SBF 120 vendredi à la  Bourse de Paris  après un relèvement de recommandation de Citi, qui se montre optimiste sur l'évolu..."
8091,ALSTOM,v2,ok,2,"L'article mentionne plusieurs faits concrets positifs pour Alstom, notamment la contribution de 763 millions de dollars au PIB brésilien, l'emploi direct et indirect soutenu, ainsi que les investissements importants dans son site de Taubaté. Ces informations sont spécifiques à Alstom et présentent des bonnes nouvelles pour l'entreprise.","(Zonebourse.com) -  Alstom  annonce la parution de son premier ""Impact Report"" au Brésil, à l'occasion de ses 70 ans de présence dans le pays. Le document met en avant une contribution de 763 millions..."
7719,ALSTOM,v2,ok,2,Alstom a annoncé la signature d'un protocole d'accord avec le ministère des Transports d'Angola pour évaluer et planifier un projet de ligne ferroviaire. Cette nouvelle représente une bonne perspective d'affaires pour l'entreprise.,"CAC 40: en léger repli, termine à son plus bas niveau du jour Fermeture  (Zonebourse.com) - Après avoir évolué en dents de scie tout au long de la séance, la Bourse de Paris achève finalement la journ..."
7688,ALSTOM,v2,ok,2,"L'annonce de la signature d'un protocole d'accord pour un projet ferroviaire important en Angola constitue une bonne nouvelle spécifique à Alstom, car cela indique l'intérêt et l'engagement de l'entreprise dans des projets internationaux qui peuvent avoir des implications positives sur ses revenus futurs.","(Zonebourse.com) -  Alstom  annonce la signature d'un protocole d'accord avec le ministère des Transports d'Angola pour évaluer et planifier le projet de la Blue Line, future ligne ferroviaire côtière..."
7687,ALSTOM,v2,ok,2,"L'article mentionne une annonce positive d'Alstom concernant la présentation de prototypes de trains régionaux commandés en 2023, qui offriront de nombreux équipements modernes et contribueront aux objectifs environnementaux de l'État. Cette information concrète est un fait positif pour l'entreprise.","(Zonebourse.com) -  Alstom  annonce, avec le Connecticut Department of Transportation (CTDOT), la présentation à New Haven d'un modèle grandeur nature des futurs trains régionaux de l'État.  Le protot..."
5801,ALSTOM,v2,ok,2,Deutsche Bank rehausse à 27 euros son objectif de cours contre 26 euros précédemment et reste à l’achat. Ce fait concret positif spécifique à Alstom justifie une note POSITIVE.,"Point recommandations des analystes: Société Générale, Pluxee, Alstom, Engie, Edenred, Rexel, Teleperformance vendredi 14 novembre 2025 à 09h38  (BFM Bourse) - Les analystes affinent leurs conseils su..."
5799,ALSTOM,v2,ok,2,"Le groupe Alstom a annoncé des résultats solides pour le premier semestre, notamment une progression du bénéfice net de 400% et une marge d'exploitation ajustée qui a progressé de 13%. De plus, la consommation de cash est inférieure aux attentes, ce qui est considéré comme rassurant pour le marché. Ces informations sont des faits concrets positifs spécifiques à Alstom.","Alstom: Le cash rassure, la rentabilité s'améliore, la cible de croissance est relevée... Alstom pose un important jalon de sa reconquête boursière vendredi 14 novembre 2025 à 12h24  (BFM Bourse) - Le..."
5514,ALSTOM,v2,ok,2,"L'article mentionne plusieurs faits concrets positifs pour Alstom, notamment une hausse de 3,2 % en données publiées et de 7,9 % en organique du chiffre d’affaires, un carnet de commandes record de 96,1 milliards d’euros, ainsi qu'un résultat net part du Groupe s’élevant à 220 millions d’euros.","(ABC Bourse) -  Alstom affiche des résultats solides pour le premier semestre 2025/26. Croissance du chiffre d’affaires, contrats massifs à l’international, carnet de commandes record… mais un cash-fl..."
5512,ALSTOM,v2,ok,2,"Le texte mentionne une hausse significative du bénéfice net de l'entreprise, passant de 53 millions d'euros au premier semestre de l'exercice 2024/25 à 220 millions d'euros au premier semestre de l'exercice 2025/26. C'est un fait concret et spécifique positif pour Alstom.","(Zonebourse.com) - Le chiffre d'affaires d' Alstom  s'élève à 9,1 milliards d'euros au cours du premier semestre 2025/26, en croissance de 3 % en données publiées et de 8 % sur une base organique par ..."
5510,ALSTOM,v2,ok,2,"L'article mentionne plusieurs faits concrets positifs spécifiques à Alstom, notamment une hausse de 13% du résultat d'exploitation ajusté et une hausse significative du bénéfice net part du groupe. De plus, l'exercice a vu la révision à la hausse des objectifs de croissance organique du chiffre d'affaires.","(AOF) - Le chiffre d’affaires d' Alstom  s’élève à 9,1 milliards d’euros au cours du premier semestre 2025/26, soit une hausse de 3% en données publiées et 8% sur une base organique, par rapport à la ..."
4141,ALSTOM,v2,ok,2,"L'article mentionne un investissement significatif de plusieurs millions de livres sterling pour doubler la capacité de traitement des unités HVAC, créant ainsi plus de 100 emplois qualifiés. Ces informations sont des faits concrets positifs spécifiques à Alstom.","(Zonebourse.com) -  Alstom  annonce l'ouverture d'un nouvel atelier de révision et de réparation de composants ferroviaires à Crewe (Royaume-Uni), fruit d'un investissement de plusieurs millions de li..."
4139,ALSTOM,v2,ok,2,"L'article mentionne l'ouverture d'un nouveau centre de révision et de réparation de composants ferroviaires par Alstom, ainsi qu'une augmentation significative de la capacité de traitement des unités CVC. Ces informations sont des faits concrets positifs spécifiques à Alstom, indiquant une expansion et une amélioration des capacités opérationnelles de l'entreprise.",(Zonebourse.com) -  Alstom  annonce l'ouverture d'un nouveau centre de révision et de réparation de composants ferroviaires au sein de son usine de Crewe au Royaume-Uni.   Outre un espace ultramoderne...
28899,BNP PARIBAS ACT.A,v2,ok,1,Aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A n'est identifié dans le texte. La mention 'BNP Paribas annonce ses ambitions pour sa plateforme …' est une citation générale sans information précise sur l'entreprise.,"Cac 40: L’indice parisien a ouvert la séance en hausse de +0.43% mercredi 18 mars 2026 à 09900  (BFM Bourse) - Après avoir fini en hausse de +0.49% à 7974.4902 points lors de sa dernière séance, leCAC..."
27961,BNP PARIBAS ACT.A,v2,ok,1,"Le texte ne contient aucun fait concret et spécifique concernant BNP PARIBAS ACT.A. Il se concentre sur le contexte géopolitique, les tendances du marché pétrolier et les réunions des banques centrales, sans mention directe de l'entreprise.","Alerte rouge sur les places européennes, les banques centrales sous les projecteurs la semaine prochaine Fermeture  (Zonebourse.com) - Dans un contexte géopolitique toujours aussi pesant, cette semain..."
27417,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne mentionne aucun fait concret et spécifique concernant BNP PARIBAS ACT.A. Les informations fournies sont générales sur le marché boursier et les performances des actions, sans apporter de détails pertinents sur l'entreprise en question.","Les marchés portés par des espoirs sur le Moyen-Orient Ouverture  (Zonebourse.com) - La Bourse de Paris se redresse nettement ce mardi et affiche des gains solides en milieu de matinée, à l'instar de ..."
27234,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne mentionne aucun fait concret et spécifique concernant BNP PARIBAS ACT.A. La seule information relative à l'entreprise est liée à une augmentation de capital, mais elle n'est pas accompagnée d'un fait concret positif ou négatif pour l'entreprise.","Plongeon des marchés en Europe, le pétrole bondit sous la pression géopolitique Ouverture  (Zonebourse.com) - Le conflit entre les Etats-Unis et l'Iran entre dans son dixième jour. Ce lundi, l'incerti..."
27230,BNP PARIBAS ACT.A,v2,ok,1,"La phrase ne mentionne pas de fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Elle se concentre sur l'annonce d'une augmentation de capital réservée par Worldline, impliquant BNP Paribas comme souscripteur stratégique, mais sans fournir de détails sur les performances financières ou la situation future de l'entreprise.","Dixième jour de conflit USA-Iran : le pétrole s'embrase, les marchés européens décrochent Fermeture  (Zonebourse.com) - Sous la pression de l'escalade militaire au Moyen-Orient, les cours du pétrole s..."
26518,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne mentionne aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. La seule référence est dans la citation de Chris Iggo, CIO d'AXA IM Core chez BNP Paribas Asset Management, qui évoque un contexte général difficile pour les marchés actions sans apporter d'information particulière sur l'entreprise.","Le spectre d'un conflit total au Moyen-Orient fait plonger les indices européens Ouverture  (Zonebourse.com) - Une heure et demie après l'ouverture des marchés, les Bourses européennes reculent encore..."
26517,BNP PARIBAS ACT.A,v2,ok,1,"Aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A n'est identifié dans le texte. La mention de Chris Iggo, Chair of the Investment Institute et CIO d'AXA IM Core chez BNP Paribas Asset Management, est factuelle sans apporter d'information pertinente sur l'entreprise elle-même.",L'Europe boursière plongée dans le rouge sur fond de guerre régionale au Moyen-Orient Mi-séance  (Zonebourse.com) - Début de semaine particulièrement nerveux pour les marchés boursiers européens en ce...
26512,BNP PARIBAS ACT.A,v2,ok,1,"Le texte ne contient aucun fait concret et spécifique à BNP PARIBAS ACT.A. Les informations mentionnent une analyse positive de la banque, mais sans préciser d'effet direct sur le titre lui-même.","Les marchés se cherchent une direction, désorientés par les bombes au Moyen-Orient Ouverture  (Zonebourse.com) - Après leur repli de la veille, les Bourses européennes peinent à rebondir, perturbées p..."
25343,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne contient aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Il mentionne seulement le cours record atteint par l'action BNP Paribas sur une période de 5 ans, sans donner d'informations supplémentaires qui pourraient être interprétées comme positives ou négatives.","(ABC Bourse) - Lors de la séance du vendredi 27 février 2026 les actions, devises ou indices suivants ont atteint leur plus haut niveau de valorisation sur une période de 5 ans Nom Cours record Variat..."
25342,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne contient aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Il s'agit simplement d'une liste de cours records pour différentes actions sur une période de 1 an, sans mention particulière de l'entreprise en question.","(ABC Bourse) - Lors de la séance du vendredi 27 février 2026 les actions, devises ou indices suivants ont atteint leur plus haut niveau de valorisation sur une période de 1 an Nom Cours record Variati..."
24802,BNP PARIBAS ACT.A,v2,ok,-1,"Aucune phrase spécifique concernant BNP PARIBAS ACT.A n'est identifiée comme ayant un fait concret positif ou négatif. La mention de la baisse (-1,43%) de l'action BNP Paribas est factuelle mais ne contient pas d'information positive ou négative supplémentaire.",(Zonebourse.com) - Les places européennes ont échappé aux lourds replis enregistrés par les indices américains lundi soir liés aux turbulences générés par l'IA qui touche toutefois les secteurs europé...
24569,BNP PARIBAS ACT.A,v2,ok,2,"La phrase 'BNP Paribas poursuit sa forte accélération haussière et revient sur ses plus hauts niveaux historiques à la Bourse de Paris, un record qui datait de 2007 avant la crise financière!' mentionne une performance positive spécifique à BNP PARIBAS ACT.A.","Porté par une publication annuelle jugée solide, BNP Paribas poursuit sa forte accélération haussière et revient sur ses plus hauts niveaux historiques à la Bourse de Paris, un record qui datait de 20..."
23678,BNP PARIBAS ACT.A,v2,ok,1,"Le texte mentionne que Portzamparc, filiale du groupe BNP Paribas, a initié la couverture de l'action Omer-Decugis & Cie avec une recommandation ACHETER et un objectif de cours. Cependant, il n'y a aucun fait concret spécifique à BNP PARIBAS ACT.A mentionné dans le texte.",(ABC Bourse) - Omer-Decugis & Cie franchit une nouvelle étape sur les marchés financiers. Le groupe familial spécialisé dans les fruits et légumes frais et exotiques annonce l’initiation de la couvert...
23548,BNP PARIBAS ACT.A,v2,ok,2,"Deutsche Bank a rehaussé l'objectif de cours de BNP Paribas à 96 euros contre 92 euros, ce qui constitue un fait concret positif spécifique à BNP Paribas.","Point recommandations des analystes: Axa, Société Générale, BNP Paribas, Crédit Agricole SA, Sopra Steria mardi 17 février 2026 à 08h43  (BFM Bourse) - Les analystes affinent leurs conseils surSociété..."
23545,BNP PARIBAS ACT.A,v2,ok,2,"BNP Paribas a reçu un bon accueil du marché avec des résultats bons sous tous les rapports, ce qui est un fait concret et spécifique positif pour l'entreprise.","Societe generale: Après la saison des résultats annuels, Société Générale est en Bourse la banque française préférée de Deutsche Bank qui relève sa cible mardi 17 février 2026 à 10h47  (BFM Bourse) - ..."
22799,BNP PARIBAS ACT.A,v2,ok,0,"La phrase mentionne que 'BNP Paribas perd 3%', mais il n'y a aucun fait concret positif ou négatif spécifique à l'entreprise. La baisse est attribuée aux craintes liées à l'intelligence artificielle dans le secteur bancaire, ce qui ne constitue pas un fait concret.","Societe generale: Les craintes autour de l'IA se propagent aux banques, Société Générale chute de 6% et BNP Paribas perd 3% vendredi 13 février 2026 à 15h45  (BFM Bourse) - L'ensemble du secteur banca..."
21476,BNP PARIBAS ACT.A,v2,ok,1,"Les phrases concernant BNP Paribas Wealth Management ne contiennent aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. La mention de Prashant Bhayani, directeur des investissements pour l'Asie chez BNP Paribas Wealth Management, est une simple citation sans information pertinente sur la performance financière de l'action.",Wall Street vue dans le vert malgré les craintes sur l'IA Pré-ouverture  par Mara  Vilcu 6 février (Reuters) - Wall Street est attendue dans le vert vendredi et les Bourses européennes sont en ordre d...
21310,BNP PARIBAS ACT.A,v2,ok,2,"L'article mentionne une hausse de 36,4% des résultats de BNP Paribas et la rehausse de son objectif de rentabilité des capitaux propres à l'horizon 2028. Ces informations sont des faits concrets positifs spécifiques à BNP PARIBAS ACT.A.","Bnp paribas act.a: Bénéfices meilleurs qu'attendu, cible de rentabilité relevée, nouveau programme d'économies… BNP Paribas tient sa revanche boursière face au litige soudanais jeudi  5 février 2026 à..."
21309,BNP PARIBAS ACT.A,v2,ok,2,"BNP Paribas avance de 4,4% et occupe la tête du CAC 40 après avoir livré des résultats trimestriels supérieurs aux attentes.","Cac 40: En attendant l'issue de la réunion de la BCE, le CAC 40 est au point mort jeudi  5 février 2026 à 13h21  (BFM Bourse) - L'indice parisien évolue en légère baisse alors queBNP Paribasbénéficie ..."
21293,BNP PARIBAS ACT.A,v2,ok,1,"L'article mentionne que la séance s'annonce comme l'une des plus chargées de la saison en matière de publications avec les comptes de BNP Paribas, sans cependant apporter d'informations spécifiques sur un fait concret positif ou négatif concernant l'entreprise.","L'Europe échappe, pour l'instant, à la zone de turbulences Pré-ouverture  (Zonebourse.com) - Les principales Bourses européennes devraient ouvrir sans grand changement jeudi matin en dépit des difficu..."
21292,BNP PARIBAS ACT.A,v2,ok,2,"La phrase mentionne que 'BNP Paribas gagne 3,4% après avoir dévoilé un résultat net part du groupe de 2,97 milliards d'euros, en hausse de 28% en comparaison annuelle'. C'est un fait concret et spécifique à BNP PARIBAS ACT.A qui est une bonne nouvelle.",L'Europe digère les turbulences de Wall Street avant le rendez-vous de la BCE Ouverture  (Zonebourse.com) - Les principales places boursières européennes évoluent en ordre dispersé ce matin : Paris gr...
21290,BNP PARIBAS ACT.A,v2,ok,2,"La banque BNP Paribas a publié un bénéfice net part du groupe en hausse de 28%, à 2,97 milliards d'euros, au quatrième trimestre. Ce fait concret positif spécifique à BNP PARIBAS ACT.A est une bonne nouvelle pour l'entreprise.","En hausse, Paris fait cavalier seul parmi les grandes places européennes Ouverture  (Zonebourse.com) - Les grandes places européennes sont pour la plupart dans le rouge à la mi-séance. Le CAC 40, qui ..."
21289,BNP PARIBAS ACT.A,v2,ok,2,"BNP Paribas gagne 4,9% après des résultats trimestriels jugés rassurants. Cette phrase mentionne une hausse significative du cours de BNP Paribas, ce qui est un fait concret et positif spécifique à l'entreprise.","Prudence en vue à Wall Street, l'Europe au gré des résultats avant la BCE Pré-ouverture  par Blandine Henault PARIS, 5 février (Reuters) - Wall Street est attendue sur une note prudente jeudi tandis q..."
21287,BNP PARIBAS ACT.A,v2,ok,2,"La phrase mentionne que 'A Paris, BNP Paribas (1,15%) a vécu une séance paisible après avoir dépassé les attentes au quatrième trimestre et relevé son objectif de rentabilité à l'horizon 2028.' Cela représente un fait concret positif spécifique à BNP Paribas ACT.A, indiquant une performance supérieure aux attentes et des perspectives d'amélioration de la rentabilité.","L'Europe boursière clôture sous pression, statu quo pour la BCE et la BoE Fermeture  (Zonebourse.com) - Les marchés actions européens ont clôturé l'avant-dernière séance de la semaine dans le rouge, e..."
21264,BNP PARIBAS ACT.A,v2,ok,2,"La phrase 'Bnp Paribas (+1,2%) a été bien accueillis par les investisseurs.' mentionne une hausse de 1,2% des actions de BNP PARIBAS ACT.A, ce qui est un fait concret et spécifique indiquant une bonne nouvelle.","(Agefi-Dow Jones)--La  Bourse de Paris  a fini dans le rouge jeudi, alors que les investisseurs ont analysé de nouveaux résultats d'entreprises, ainsi que les annonces de politique monétaire de la Ban..."
21263,BNP PARIBAS ACT.A,v2,ok,2,La phrase mentionne que 'Bnp Paribas à la fête avant Société Générale demain' et précise que l'entreprise a dépassé les attentes au quatrième trimestre et a relevé son objectif de rentabilité à l'horizon 2028. Ces informations sont des faits concrets positifs spécifiques à BNP Paribas Act.A.,"(Zonebourse.com) - Les marchés actions européens ont clôturé l'avant-dernière séance de la semaine dans le rouge, entre poursuite des résultats d'entreprises et décisions de politique monétaire. Le CA..."
21261,BNP PARIBAS ACT.A,v2,ok,2,"La phrase mentionne que BNP Paribas a relevé son objectif de rentabilité pour 2028, après avoir dégagé des bénéfices records et supérieurs aux attentes au quatrième trimestre de 2025. C'est un fait concret positif spécifique à BNP Paribas.",(Agefi-Dow Jones)--Les Bourses européennes ont reculé jeudi au cours d'une séance marquée par le statu quo de la Banque centrale européenne (BCE) et la baisse des valeurs automobiles et technologiques...
21055,BNP PARIBAS ACT.A,v2,ok,1,"Le texte ne contient aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Il mentionne simplement que la banque doit publier ses résultats du quatrième trimestre et de l'année 2025, ce qui est un événement attendu mais sans indication de contenu.",(Agefi-Dow Jones)--Voici un tour d'horizon des valeurs à suivre jeudi:   - ArcelorMittal : le sidérurgiste doit publier jeudi avant l'ouverture des marchés ses résultats du quatrième trimestre et de l...
20854,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne mentionne aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Il s'agit simplement d'une liste des records atteints par différentes valeurs sur une période de 5 ans, sans information pertinente concernant l'entreprise en question.","(ABC Bourse) - Lors de la séance du mardi 3 février 2026 les actions, devises ou indices suivants ont atteint leur plus haut niveau de valorisation sur une période de 5 ans Nom Cours record Variation ..."
20853,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne contient aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Il mentionne uniquement la valorisation historique de l'action Bnp Paribas, sans indication de performance ou événement pertinent.","(ABC Bourse) - Lors de la séance du mardi 3 février 2026 les actions, devises ou indices suivants ont atteint leur plus haut niveau de valorisation sur une période de 1 an Nom Cours record Variation s..."
20717,BNP PARIBAS ACT.A,v2,ok,1,L'article mentionne les comptes attendus pour BNP Paribas sans apporter d'informations spécifiques sur une bonne ou mauvaise nouvelle. Il ne contient donc aucun fait concret positif ou négatif concernant l'entreprise.,"L'Europe devrait démarrer en baisse, dans le sillage de janvier Pré-ouverture  (Zonebourse.com) - Les Bourses européennes devraient ouvrir en baisse lundi matin dans le sillage de leur mois de janvier..."
20662,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne contient aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Il mentionne seulement le cours record atteint par l'action de BNP Paribas sur une période de 5 ans, sans fournir d'informations supplémentaires qui pourraient être interprétées comme positives ou negatives.","(ABC Bourse) - Lors de la séance du lundi 2 février 2026 les actions, devises ou indices suivants ont atteint leur plus haut niveau de valorisation sur une période de 5 ans Nom Cours record Variation ..."
20661,BNP PARIBAS ACT.A,v2,ok,1,"L'article ne contient aucun fait concret positif ou négatif spécifique à BNP PARIBAS ACT.A. Il mentionne uniquement le cours record de l'action BNP Paribas sur une période de 1 an, sans fournir d'informations supplémentaires qui pourraient être interprétées comme positives ou negatives.","(ABC Bourse) - Lors de la séance du lundi 2 février 2026 les actions, devises ou indices suivants ont atteint leur plus haut niveau de valorisation sur une période de 1 an Nom Cours record Variation s..."
20132,BNP PARIBAS ACT.A,v2,ok,1,Le texte ne contient aucun fait concret et spécifique concernant BNP PARIBAS ACT.A. Il se concentre sur le contexte général des marchés boursiers sans mentionner de résultats ou d'événements spécifiques liés à l'entreprise.,"Un vent d'optimisme sur les marchés européens : le CAC 40 proche des 8 130 points Fermeture  (Zonebourse.com) - Au terme de cette dernière séance de la semaine et du mois de janvier, les Bourses europ..."
20097,BNP PARIBAS ACT.A,v2,ok,1,"L'article mentionne uniquement que BNP Paribas va publier ses résultats du T4, mais ne fournit aucun fait concret positif ou négatif spécifique à l'entreprise. Il s'agit donc d'une simple citation sans information pertinente.","(Agefi-Dow Jones)--Les investisseurs se montreront attentifs la semaine prochaine à une nouvelle salve de résultats d'entreprises des deux côtés de l'Atlantique, ainsi qu'aux annonces de politique mon..."
20095,BNP PARIBAS ACT.A,v2,ok,1,"L'article mentionne que des résultats d'entreprises seront publiés la semaine prochaine, mais ne fournit aucun fait concret spécifique à BNP PARIBAS ACT.A. Il s'agit donc d'une simple citation sans information factuelle pertinente.","(Zonebourse.com) - Au terme de cette dernière séance de la semaine et du mois de janvier, les Bourses européennes ont fini sur une note positive après une nouvelle avalanche de résultats d'entreprises..."
